AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
0,1,20,640,216
0,2,9,640,104
1,3,23,847,5
0,4,34,640,296
1,1,24,1177,353
0,3,13,640,5
1,4,27,1336,150
0,4,13,640,104
1,4,23,450,289
1,4,13,821,349
1,4,13,365,274
0,1,24,640,140
0,1,16,640,104
1,4,23,112,5
0,4,13,640,139
1,1,26,847,150
1,3,26,847,150
0,3,11,640,63
0,5,19,640,63
1,4,24,361,252
1,4,17,730,206
0,4,22,640,5
1,4,30,450,349
0,4,15,640,139
1,1,14,1066,130
0,3,23,640,165
1,3,24,1066,165
0,4,14,640,111
0,1,8,640,216
1,3,28,1066,86
1,4,28,468,353
1,3,23,213,239
1,3,24,1066,185
0,1,11,632,86
1,3,14,703,25
1,2,24,450,353
1,4,24,1066,250
1,1,36,1146,131
1,3,25,463,289
1,3,24,365,274
1,3,22,32,130
0,4,34,637,63
1,1,10,450,5
1,4,23,450,130
1,3,24,720,36
1,1,25,962,38
0,1,17,1251,260
1,3,24,1359,36
0,5,24,1251,151
0,3,13,640,167
1,1,25,1105,36
1,3,26,1236,353
0,4,13,637,323
1,4,23,1066,38
1,4,23,1026,318
1,4,24,962,318
1,3,23,1066,89
1,4,21,438,131
0,4,37,640,296
0,4,26,637,104
1,3,18,847,289
0,4,26,640,5
1,3,25,1236,318
1,4,24,118,36
1,4,24,361,114
0,4,24,640,104
0,2,11,640,5
1,3,25,862,5
1,4,11,407,56
1,4,23,1274,334
1,3,25,249,38
0,4,13,640,296
0,3,14,640,63
1,3,24,450,239
1,3,11,495,38
0,3,30,640,216
0,2,25,640,104
1,2,23,1197,25
1,4,31,681,5
1,3,30,652,114
0,3,13,640,320
1,4,30,1146,276
0,3,24,922,104
1,3,24,585,36
1,4,24,450,274
1,2,27,616,25
1,2,11,127,48
0,4,25,640,296
1,3,25,720,252
1,3,26,962,318
0,5,9,640,111
0,1,24,640,38
0,3,13,640,5
0,4,14,632,139
0,5,8,1251,186
0,4,13,640,38
0,2,3,640,104
1,1,23,473,36
1,4,27,325,25
1,3,23,450,274
1,3,24,450,329
1,4,18,1182,38
1,3,24,298,250
1,4,24,463,204
0,3,24,640,220
1,4,23,822,130
1,2,24,74,358
0,2,14,640,5
0,3,13,637,104
1,2,23,909,170
0,4,13,632,5
0,2,23,640,104
1,3,25,956,36
1,3,23,1066,86
1,4,31,450,274
0,3,32,632,204
1,2,21,1066,38
0,3,13,640,86
1,2,23,450,36
0,1,23,640,41
0,4,23,640,104
1,3,24,583,38
1,1,9,1066,318
1,4,13,847,38
0,1,17,640,295
1,3,23,343,329
1,3,35,450,330
0,1,8,640,291
1,2,24,752,318
1,4,25,450,274
0,1,10,640,104
1,4,28,1066,165
1,4,14,365,130
0,2,11,640,220
0,5,2,640,104
1,4,24,1066,178
1,1,32,450,38
1,4,26,892,353
0,3,36,640,104
0,4,14,640,14
1,2,24,27,130
1,4,23,1066,318
1,2,14,1105,89
1,5,1,847,254
0,3,28,640,38
1,4,15,1066,130
0,4,13,639,296
0,3,11,640,38
1,3,24,450,307
1,4,23,577,128
0,2,23,640,220
0,1,21,640,38
1,3,23,407,362
0,2,8,640,11
1,2,16,1364,315
1,1,31,450,274
0,4,13,639,111
1,4,36,437,25
0,4,23,640,296
1,4,19,1066,86
1,3,24,450,178
1,3,15,1091,38
0,4,23,640,327
0,1,23,640,41
1,4,25,1370,114
0,4,15,637,41
1,3,23,450,307
1,4,13,96,307
1,3,17,585,258
0,3,35,640,332
1,3,23,167,308
0,5,7,640,166
1,3,23,125,114
0,4,32,637,111
1,4,11,811,38
1,4,24,696,26
1,4,28,1236,204
0,3,27,640,38
1,4,23,813,307
0,4,21,640,347
1,3,23,125,227
1,3,23,45,359
0,1,8,640,68
0,1,23,640,5
0,2,9,640,104
0,4,16,637,139
1,4,24,450,130
0,4,17,631,5
0,5,8,640,104
1,3,24,74,289
1,3,19,847,38
1,1,13,90,238
0,3,21,640,111
0,1,11,640,5
0,4,24,637,139
0,1,23,640,139
0,3,16,640,104
0,2,9,640,63
1,3,24,908,353
0,5,7,640,5
1,3,15,463,89
1,3,28,1136,88
1,3,29,1197,36
0,3,15,640,5
0,3,25,640,86
1,5,11,307,5
0,4,25,631,342
0,2,7,640,332
1,4,13,1116,307
1,2,24,156,307
0,5,23,637,38
1,1,11,236,307
1,1,25,450,274
1,1,24,1066,86
0,5,9,640,139
1,3,25,455,250
1,2,28,737,226
0,5,8,640,104
1,1,23,1324,307
0,3,13,640,5
0,4,13,640,38
1,3,24,249,252
0,3,13,637,5
0,3,27,640,216
0,3,27,632,5
1,3,27,936,250
1,3,13,407,98
0,4,11,640,5
1,4,24,112,23
1,4,24,450,289
0,2,14,640,68
0,3,13,639,5
0,4,13,637,291
1,2,23,450,274
0,4,13,640,104
0,4,14,640,38
1,2,13,450,164
1,4,24,450,353
1,4,23,980,22
0,1,10,640,291
1,3,23,450,177
0,4,23,640,291
1,4,24,822,274
1,4,21,1149,254
1,3,25,847,5
1,4,23,1066,86
1,4,17,1130,320
0,4,13,640,38
1,2,30,1066,86
1,1,23,160,38
1,3,27,88,274
0,4,13,640,111
0,5,24,640,104
0,2,16,636,104
0,4,30,632,216
1,4,28,1066,330
1,3,24,495,89
0,1,11,640,5
1,3,13,1066,98
0,3,26,640,41
0,1,24,640,41
0,4,14,640,63
1,4,11,559,25
0,4,14,640,296
1,3,29,1365,84
0,2,15,640,38
0,5,27,640,86
1,4,30,1136,274
1,4,25,1066,329
1,1,13,696,30
1,3,29,699,276
0,3,24,632,63
0,5,23,640,111
1,4,24,1116,320
0,2,11,640,38
0,4,13,640,86
0,3,25,640,216
1,1,14,877,38
0,3,26,640,111
1,3,26,1346,114
0,1,11,640,296
0,4,24,632,296
1,3,13,450,239
1,2,24,548,250
0,3,29,640,86
0,2,11,640,41
1,2,15,559,226
0,4,23,640,216
0,2,15,632,324
1,3,13,975,38
1,4,24,979,5
0,4,19,640,109
1,4,24,249,38
0,3,34,632,318
1,3,26,450,38
1,4,26,1002,25
1,3,24,489,130
1,2,13,696,36
1,4,17,847,88
1,2,26,450,274
0,5,32,640,104
0,3,24,640,216
1,2,16,1146,274
1,4,27,1066,250
1,2,30,1065,86
1,3,25,909,318
1,4,24,847,165
1,3,24,78,89
1,4,28,696,114
0,3,13,640,41
1,3,21,104,38
0,1,13,640,38
0,3,13,640,68
0,4,13,640,5
0,3,13,640,216
1,4,22,450,25
1,4,15,696,114
0,4,16,640,68
1,4,25,1066,98
0,1,13,640,291
1,2,32,450,38
1,3,25,1365,114
1,1,26,988,318
0,2,23,640,38
0,2,9,640,220
1,3,30,450,289
1,2,11,1066,122
1,3,26,307,250
0,3,13,640,216
0,5,24,640,5
1,1,27,847,150
1,3,24,948,250
0,1,9,640,148
1,4,24,811,318
0,3,13,1271,152
1,4,36,504,88
0,3,14,640,5
1,4,25,450,5
1,4,30,936,36
1,3,24,307,98
1,4,23,450,166
0,3,25,637,104
1,4,24,450,329
0,1,13,640,111
1,4,17,847,38
1,3,31,450,88
1,4,15,112,38
1,4,25,1235,130
1,4,27,449,307
1,3,25,1066,130
1,4,31,547,226
1,3,25,450,274
1,5,10,249,38
1,1,24,450,88
0,2,24,640,168
0,3,23,640,220
1,4,29,339,349
0,2,9,640,38
1,3,29,811,353
0,1,13,640,111
0,3,25,922,104
0,2,13,632,320
0,3,13,640,38
1,4,27,822,329
0,2,21,640,86
0,3,23,637,339
0,2,8,640,324
0,3,24,1251,186
0,2,11,640,216
1,3,25,232,239
0,1,23,640,5
0,1,24,640,139
1,3,13,249,38
0,5,14,640,38
1,4,21,307,185
1,3,27,696,25
0,4,13,640,139
0,1,11,640,167
1,3,24,1065,289
1,3,13,890,274
1,3,16,1066,130
1,3,23,430,88
0,5,9,640,104
0,2,9,640,41
0,3,23,632,215
1,3,23,450,130
0,3,26,640,86
1,3,22,125,56
1,1,32,1197,36
1,3,23,45,38
1,2,25,847,86
0,4,14,640,104
1,4,16,696,25
1,2,23,450,274
0,1,34,1251,205
0,3,13,640,111
0,4,13,637,5
1,3,28,559,307
0,4,14,1251,140
0,3,24,640,104
1,4,25,1066,329
0,1,27,640,216
1,4,24,696,239
1,2,14,847,5
1,4,15,450,130
1,4,31,450,274
0,4,24,640,5
0,3,13,640,104
1,3,23,696,276
1,1,23,74,114
0,2,10,639,86
0,5,19,640,41
1,4,24,727,252
0,1,14,640,216
0,1,32,1251,261
1,3,22,681,38
0,2,8,640,167
1,4,23,800,36
1,2,33,167,289
0,2,9,640,104
0,4,14,632,104
1,4,22,45,38
0,2,11,640,86
0,2,13,640,104
0,3,13,640,38
1,3,25,450,289
1,4,24,1066,130
1,4,25,847,358
1,3,27,1066,86
1,2,13,950,320
1,3,31,307,289
0,1,4,640,291
0,1,3,945,296
1,3,23,476,130
0,4,17,1251,211
0,2,17,640,220
0,4,23,640,220
1,4,24,249,38
1,4,25,1170,354
1,2,15,781,289
1,4,21,1066,86
0,3,14,637,68
0,2,14,640,111
0,4,14,640,291
0,1,24,640,296
1,3,25,869,5
1,4,23,1165,69
1,3,30,382,307
0,4,25,640,139
1,3,24,1077,250
0,1,48,640,111
0,2,8,640,339
0,2,24,640,216
0,4,23,637,139
1,4,24,677,226
0,3,15,640,347
1,4,19,847,5
0,3,13,640,5
1,3,23,1066,5
1,3,23,1066,336
0,4,13,640,104
0,5,8,640,104
1,4,26,681,38
1,2,13,896,5
1,1,27,450,274
0,3,23,640,111
1,2,25,847,318
1,4,27,962,318
1,3,19,365,36
0,1,25,637,104
1,4,23,450,130
0,3,13,637,104
1,3,15,847,289
1,4,17,988,194
1,3,23,958,25
0,4,19,640,139
0,3,35,632,111
1,3,26,1236,353
1,4,17,234,178
1,3,21,1066,274
0,1,10,640,139
0,4,15,640,104
0,3,13,1251,60
1,4,16,587,5
1,2,24,450,226
1,4,24,227,36
1,4,24,450,358
1,4,35,1221,252
1,3,26,450,329
0,5,24,640,5
1,3,27,307,98
0,3,14,640,167
1,4,16,407,58
1,4,19,1170,320
1,4,24,450,130
1,3,16,469,130
1,3,34,298,38
1,2,23,450,114
1,3,28,365,252
1,2,26,1065,86
1,4,25,26,330
1,4,27,307,250
0,2,15,632,220
0,5,10,640,41
1,3,24,27,342
0,3,25,640,216
0,1,13,640,5
0,1,11,640,296
0,4,13,637,296
1,3,25,1147,98
1,3,21,454,137
0,4,14,0,104
1,4,32,1066,88
1,3,38,696,5
0,3,11,640,267
0,3,23,640,63
0,3,32,640,104
0,1,24,640,296
0,5,46,640,104
1,1,26,450,130
0,1,11,640,104
0,3,34,640,38
1,4,21,249,320
0,4,13,640,68
1,3,14,234,86
1,2,11,450,338
0,4,19,640,139
1,3,30,450,289
0,5,2,640,5
0,1,23,640,296
1,3,29,242,70
0,5,1,640,5
1,3,23,853,130
0,2,8,640,104
1,4,16,696,36
0,4,23,640,296
1,4,13,518,320
0,3,15,640,104
1,3,25,1136,88
0,2,23,632,111
0,2,10,640,216
1,3,13,1066,185
0,1,8,640,318
1,4,19,450,178
1,3,25,1066,98
0,5,8,640,320
1,3,24,1066,177
0,1,10,637,107
1,3,27,450,289
1,2,11,891,10
1,3,15,561,36
0,3,13,640,63
1,4,24,1102,41
0,3,13,640,38
1,4,24,1066,86
1,3,13,1116,329
1,3,23,846,88
0,1,8,640,86
1,5,23,365,88
0,1,23,640,291
1,4,23,1255,130
0,3,32,1058,318
1,4,23,577,329
1,3,23,1179,307
1,3,27,166,307
1,3,25,307,89
1,4,32,1008,318
0,2,26,640,104
0,3,14,640,216
0,3,33,637,220
0,4,17,640,104
0,3,13,640,347
1,3,24,27,353
1,3,24,494,353
0,4,33,1103,104
0,2,23,640,38
0,3,34,795,260
1,1,23,450,36
0,4,35,640,139
1,1,23,924,318
0,1,9,637,63
1,4,25,1365,274
1,2,28,1146,88
0,1,34,640,63
0,2,11,640,216
0,1,24,640,104
0,5,8,640,104
0,4,11,640,104
1,3,24,463,36
0,3,24,637,220
0,4,16,640,5
1,4,27,450,114
1,3,24,479,5
0,3,13,640,38
1,3,16,1235,326
1,3,24,962,318
1,3,30,559,25
0,2,11,640,216
0,2,11,637,5
0,4,13,640,38
1,4,24,764,166
1,3,13,285,88
1,3,24,463,274
0,4,14,640,104
1,4,17,450,38
1,4,23,307,98
0,2,5,640,104
1,4,32,962,318
0,1,8,640,296
1,3,24,450,318
0,4,13,791,150
1,3,13,450,329
1,3,11,369,364
0,2,8,640,5
0,4,27,640,324
1,4,29,1269,307
1,4,22,873,38
0,4,11,636,5
1,4,35,74,231
0,2,11,640,68
0,4,32,640,296
0,2,10,640,5
0,3,24,637,63
0,2,24,640,31
1,4,23,1066,320
1,3,24,787,130
1,4,13,847,178
1,3,23,695,254
0,2,11,636,86
0,2,9,640,104
0,1,21,637,291
0,5,8,640,291
1,3,13,696,226
0,1,8,632,111
0,2,11,640,220
1,3,23,176,307
0,1,28,640,104
1,4,21,202,30
1,3,24,924,318
1,4,19,450,38
0,3,23,205,104
1,3,25,715,163
1,1,27,1066,88
0,5,9,640,220
0,2,10,1251,186
1,4,23,369,274
1,3,23,1066,353
1,4,27,696,318
0,1,23,640,139
1,3,24,37,166
1,1,24,1365,269
0,2,11,1315,211
1,4,25,543,259
1,4,15,450,226
1,4,35,450,36
0,3,15,640,86
0,3,14,640,5
0,1,9,640,104
0,4,30,1251,214
1,3,32,1066,330
1,4,24,559,130
1,3,13,234,289
0,3,27,640,220
1,4,25,1066,250
1,3,29,813,289
1,4,23,1291,98
1,1,24,125,252
1,3,28,847,274
0,4,13,640,216
0,2,7,640,38
0,3,11,640,216
1,3,17,334,5
1,4,13,572,131
1,3,13,101,307
0,4,16,637,111
1,2,28,962,194
0,3,19,640,111
1,4,23,811,353
0,4,23,640,139
0,2,9,640,38
1,3,25,962,318
0,4,16,640,5
0,3,13,640,38
1,3,27,695,253
0,2,23,640,111
1,3,23,559,130
0,4,13,640,104
0,1,4,640,347
1,3,28,847,5
0,4,13,640,296
1,3,28,559,226
0,3,13,640,38
0,2,8,640,167
0,2,8,640,38
0,4,36,53,111
0,3,24,640,68
1,3,26,696,121
1,4,23,1359,289
1,3,27,74,70
1,1,14,100,329
1,4,17,249,38
1,3,25,45,320
0,3,13,637,104
1,4,14,74,48
1,3,25,329,185
0,1,33,637,5
1,4,25,1116,329
0,1,24,640,167
1,3,24,450,5
0,2,10,640,320
0,2,23,640,63
0,3,23,1168,260
1,1,25,1066,329
0,1,24,640,318
1,4,24,1066,38
0,4,27,1251,297
1,3,23,847,358
0,2,8,640,320
1,2,15,1066,289
0,4,15,637,296
0,2,8,640,86
1,4,30,1236,198
1,1,15,449,353
1,3,14,847,38
0,4,23,640,63
1,3,24,1365,276
0,4,13,640,291
1,4,18,1066,10
1,4,23,450,320
0,4,17,640,5
0,4,14,1252,5
1,1,24,450,353
1,4,24,1066,289
1,3,21,755,38
0,4,27,640,291
0,4,13,640,41
1,3,26,884,274
1,4,27,518,289
0,4,13,640,296
1,3,11,1066,130
1,4,14,45,329
0,3,16,640,38
1,3,25,360,250
1,1,23,325,89
0,2,8,640,5
0,3,29,1270,165
1,4,24,450,130
1,4,27,166,307
1,3,21,803,88
0,5,23,640,104
1,3,23,112,88
0,4,23,640,38
1,4,24,1274,289
0,1,7,640,5
1,2,25,1065,41
1,4,21,962,2
1,3,24,764,318
0,3,25,640,111
1,4,25,847,358
1,4,23,695,28
0,2,11,640,104
1,3,13,450,364
1,4,25,45,362
0,3,15,640,104
1,4,30,383,274
0,1,11,640,68
1,4,25,1066,329
1,4,24,450,88
0,1,2,640,104
1,3,29,1191,250
0,4,13,640,38
1,1,23,696,25
1,4,24,696,25
1,4,14,1082,165
1,4,13,74,307
0,3,15,640,86
1,4,26,559,5
0,3,13,640,5
1,3,19,412,349
1,3,24,456,89
1,3,23,1066,289
1,4,25,853,282
1,4,21,463,282
1,1,13,543,38
0,3,29,1315,211
0,4,17,640,104
1,4,30,450,353
1,4,23,1291,274
1,4,21,438,274
1,3,24,1197,36
1,2,2,696,150
0,4,32,640,5
1,3,24,991,204
1,2,23,696,276
0,1,9,640,104
0,2,23,640,41
0,3,15,640,216
1,3,26,559,242
1,3,29,811,307
0,2,11,640,5
1,3,24,450,88
1,3,27,1066,130
0,3,14,640,63
0,2,8,640,111
1,4,23,681,5
1,2,26,782,38
0,2,9,640,104
0,5,8,640,320
0,3,25,640,104
1,3,13,846,318
0,4,23,1251,297
0,4,23,1251,211
1,2,8,1066,86
0,1,7,640,220
1,4,23,531,36
0,3,13,640,41
0,3,13,640,41
1,1,29,1196,25
1,4,16,214,289
0,1,24,632,204
0,1,9,640,139
1,3,23,715,36
0,4,14,640,296
0,3,25,640,38
1,1,23,450,38
1,3,28,211,318
1,3,23,450,128
0,2,23,640,41
1,1,36,800,89
0,1,8,640,41
1,2,25,1066,318
1,4,26,438,276
0,4,13,640,5
1,4,13,454,114
0,3,32,640,216
0,4,24,640,111
0,4,13,640,220
1,3,24,1236,132
0,3,13,640,5
1,2,32,450,130
0,5,23,640,216
1,4,17,64,307
1,4,28,1260,38
0,3,26,640,104
1,1,25,1236,318
1,2,24,450,276
0,3,17,640,111
1,3,24,1066,5
1,4,23,518,166
1,3,23,1066,38
0,2,4,632,68
0,3,13,640,267
0,4,13,640,104
0,4,23,640,86
1,3,25,737,226
1,4,23,1066,318
1,3,26,8,329
0,4,14,640,86
1,3,23,696,25
0,4,24,640,5
0,4,13,637,104
0,4,16,632,38
0,3,13,640,38
1,1,7,847,38
1,1,14,450,358
1,1,16,365,274
1,4,13,1202,252
1,4,29,847,150
1,3,13,317,289
0,4,23,1206,41
1,4,30,830,353
1,4,24,307,38
1,4,23,1255,342
1,3,29,450,163
1,4,29,1319,318
1,4,23,438,38
1,3,35,1254,114
1,4,15,579,130
1,3,34,1170,320
1,1,24,450,88
1,4,31,936,25
1,3,24,450,38
1,3,20,559,128
1,4,24,1291,98
1,3,37,961,318
0,1,10,640,41
0,2,15,640,324
0,4,21,640,111
1,4,23,401,130
0,1,24,637,104
1,2,11,928,307
1,3,27,55,274
1,4,18,768,320
1,4,19,847,358
1,4,29,688,5
1,4,25,1343,353
0,2,14,640,111
0,3,13,640,41
0,4,28,636,216
0,4,16,640,296
0,2,15,640,211
1,4,34,696,25
0,4,23,640,168
1,3,30,924,318
0,1,9,637,104
0,4,14,640,13
1,4,24,1343,318
0,3,17,640,111
0,3,13,640,68
0,4,24,640,104
0,1,9,640,63
1,3,25,720,88
0,1,13,640,41
1,4,22,1112,98
0,3,13,640,104
1,3,32,847,274
1,3,25,1066,41
1,4,25,695,5
1,4,23,112,36
1,3,28,450,344
1,1,25,847,5
1,4,24,995,31
1,4,17,695,252
1,4,25,847,5
1,2,24,249,38
1,3,13,1361,177
1,4,26,438,36
0,4,19,640,220
0,4,13,640,296
1,3,30,61,353
1,4,24,450,38
1,3,32,459,165
1,2,23,74,6
0,2,11,640,104
0,4,13,640,104
0,2,21,640,5
0,4,27,640,5
1,3,24,317,98
0,2,13,640,38
1,3,24,559,36
0,2,24,640,216
0,1,15,1251,211
1,4,23,1191,130
1,4,13,73,238
0,3,27,640,38
0,4,18,640,63
0,5,23,640,5
1,3,23,975,5
1,2,24,846,5
1,3,25,1066,360
1,5,25,124,38
1,3,23,61,130
0,5,8,637,5
1,4,23,450,274
1,2,35,85,250
0,4,17,639,216
1,4,25,329,89
0,4,16,640,5
0,2,13,640,5
1,3,14,407,330
1,4,23,1136,248
1,3,13,125,307
1,3,27,881,358
1,3,25,1066,289
1,3,23,450,88
1,3,13,1291,114
0,3,32,1251,211
1,2,8,847,58
1,2,23,811,353
1,3,24,909,166
1,2,24,1066,150
0,2,13,639,86
1,1,24,847,5
0,4,30,640,5
1,2,23,469,307
1,4,26,450,209
1,4,23,1095,324
0,4,16,640,104
1,3,24,1147,259
1,3,25,805,318
1,3,25,662,88
0,5,0,640,220
1,4,13,696,36
1,3,22,764,353
0,4,30,1251,297
0,4,24,640,104
1,3,25,306,38
1,1,28,450,318
0,4,13,640,104
0,4,25,640,104
0,1,8,1168,205
0,3,13,640,104
1,4,26,1255,318
0,4,13,640,68
0,2,13,640,86
1,3,29,249,130
0,1,16,640,220
0,3,40,640,5
1,3,24,450,274
0,4,23,640,5
1,2,25,847,5
0,5,17,640,5
0,1,16,640,300
1,1,17,1066,5
0,3,25,640,38
0,3,15,640,41
0,2,8,640,167
1,4,35,37,130
0,2,9,640,216
1,3,23,847,150
0,3,13,640,63
0,3,25,637,38
0,1,23,640,86
0,3,13,637,168
1,3,13,770,331
0,2,7,640,167
1,4,13,125,38
1,4,23,994,318
0,3,13,1251,211
1,2,23,846,358
0,3,13,637,11
0,4,13,640,5
1,1,25,696,276
1,3,23,847,38
1,4,17,737,131
0,4,13,640,216
1,3,24,1291,86
1,2,25,1066,178
1,4,11,847,177
1,3,14,1255,38
1,4,16,559,25
0,3,23,640,68
0,4,19,637,38
0,3,18,640,104
0,2,8,640,320
1,3,16,559,130
1,1,10,847,38
1,1,29,450,88
1,2,10,847,38
0,1,9,640,5
1,3,30,962,150
1,4,24,596,88
0,4,13,640,5
1,3,27,91,230
1,2,13,1091,92
1,4,27,1255,259
0,3,15,640,5
1,3,16,847,226
0,1,9,632,38
1,3,24,559,5
0,3,13,640,220
0,3,13,1251,214
1,3,24,962,318
0,4,13,640,296
1,3,14,401,226
1,3,23,1066,185
1,3,29,1170,320
1,4,25,450,38
1,4,24,559,130
0,2,9,640,111
1,4,26,1136,289
1,3,30,362,130
1,3,26,450,114
1,2,23,285,89
0,3,23,640,216
0,4,32,1251,297
0,2,16,637,38
1,4,23,306,318
0,3,14,640,216
0,3,14,640,167
1,2,27,1066,89
1,1,13,1274,136
1,4,24,1066,130
1,4,23,450,5
1,4,13,1066,318
0,1,9,640,104
0,3,24,640,86
1,3,24,481,38
1,2,28,1066,130
1,4,24,1170,307
1,3,24,1158,231
0,5,7,640,86
0,1,10,640,139
0,3,13,640,320
1,1,24,438,5
1,2,23,760,38
1,1,13,538,176
1,3,28,450,130
0,3,16,637,63
1,4,23,450,329
0,4,13,637,111
1,4,25,847,364
0,1,10,639,38
1,4,23,74,307
1,3,25,966,318
0,3,17,640,104
0,2,11,640,216
0,2,10,640,63
1,1,11,847,5
1,4,27,1116,38
1,4,26,1319,318
1,2,23,695,36
0,3,29,640,41
1,3,24,1040,274
0,4,14,632,38
1,4,19,125,320
1,3,24,847,38
1,3,17,1066,38
0,5,8,640,63
1,2,11,1066,10
1,4,16,438,150
1,4,24,450,130
0,4,28,640,139
1,2,24,975,38
1,3,24,450,36
0,4,13,640,38
1,3,32,846,318
1,3,11,847,130
1,2,36,450,88
1,4,23,962,318
1,2,32,847,131
1,4,31,764,318
0,3,31,640,111
1,4,26,1365,36
1,2,7,54,178
1,4,23,847,289
1,1,34,449,38
1,3,25,450,274
1,3,23,1341,25
1,4,23,1066,38
0,1,23,640,104
0,4,15,640,38
0,3,24,637,5
0,2,9,1251,318
0,4,17,640,111
1,2,25,450,177
0,1,9,640,38
0,4,27,640,38
0,3,15,640,86
1,3,24,73,58
1,4,24,1066,88
0,4,24,640,296
1,4,23,1060,250
1,3,24,450,289
1,3,35,504,88
0,2,24,640,216
1,4,24,878,5
1,1,11,1105,89
1,3,25,8,36
1,4,23,1066,250
1,4,24,407,99
0,5,9,640,86
1,4,33,696,88
1,3,25,1312,334
1,3,23,407,103
1,4,24,956,36
1,3,13,407,98
1,4,24,37,318
1,4,28,1264,329
0,1,23,640,139
1,3,24,383,25
1,3,23,106,320
0,4,13,640,291
1,4,23,1186,88
1,3,24,1066,130
1,4,14,1225,36
1,4,23,696,36
1,3,32,1170,353
0,2,3,640,86
1,4,24,85,354
1,3,23,1197,307
1,4,27,956,36
1,4,24,930,318
0,2,23,640,104
1,3,19,70,252
1,1,24,1197,36
0,2,11,637,104
1,4,25,307,289
1,3,26,696,5
0,4,23,640,63
0,5,15,640,5
1,4,24,720,131
0,3,28,637,63
1,3,25,199,276
0,3,19,640,5
1,2,25,1066,289
1,4,23,764,318
0,3,13,640,38
0,3,32,640,5
0,4,13,640,5
0,2,14,1251,186
0,4,19,637,38
1,4,17,1245,5
1,4,16,450,25
1,4,23,439,282
0,3,27,640,104
1,3,24,847,363
0,4,17,637,296
1,4,23,450,274
1,4,15,37,166
1,4,27,1066,86
1,4,14,866,329
0,2,8,640,216
1,4,18,696,231
1,3,23,847,38
1,4,25,1040,131
1,3,24,450,36
1,1,24,930,318
0,4,15,640,143
1,3,13,450,318
0,2,8,640,104
1,4,24,407,290
1,4,11,855,38
1,4,25,1066,38
1,3,27,923,318
0,2,8,640,216
1,1,28,1236,204
1,3,24,1364,114
1,1,11,450,38
1,3,24,744,187
0,1,6,1251,345
1,3,25,847,5
0,3,24,640,320
1,3,21,878,38
0,3,25,640,111
0,5,9,640,86
1,2,17,450,114
1,4,24,1290,38
1,4,16,167,250
1,4,11,701,250
1,3,24,847,5
0,5,24,640,296
0,4,23,640,332
1,4,24,811,329
0,2,13,640,38
1,3,13,458,274
1,1,11,696,253
0,3,13,640,5
1,4,30,533,25
0,4,24,640,63
0,1,23,640,139
1,4,23,352,5
0,2,11,632,41
0,4,13,640,104
0,2,11,640,86
0,1,23,640,296
1,3,34,1359,38
1,4,25,978,88
1,4,25,696,36
1,3,22,100,320
1,2,24,131,37
0,5,3,640,291
1,4,26,450,274
1,2,11,696,178
1,2,25,696,318
0,3,13,640,167
0,4,33,922,291
1,3,17,417,130
1,4,25,878,38
0,3,14,637,111
0,4,13,640,296
0,4,13,640,320
0,4,30,640,111
1,4,24,1066,38
0,1,9,640,104
0,5,3,640,5
0,5,23,640,111
0,3,13,945,11
0,5,8,640,167
1,4,23,962,318
0,4,35,632,296
1,3,24,881,38
1,3,24,297,98
1,3,25,450,25
1,4,13,847,5
1,4,23,234,86
0,5,5,640,318
1,3,32,518,38
0,3,13,640,68
0,3,13,637,104
0,4,13,637,167
1,2,18,249,320
1,2,23,450,289
1,3,23,450,5
1,3,13,307,252
0,4,23,640,111
0,3,16,632,5
1,2,23,450,289
1,4,14,300,38
0,2,8,640,216
0,4,13,640,296
1,3,32,847,274
0,3,24,640,111
0,4,23,640,291
1,4,11,1066,274
1,3,24,1066,289
1,3,15,861,5
1,1,23,494,274
1,1,30,1066,86
1,3,28,24,307
1,4,23,249,38
1,4,24,1291,130
1,4,31,74,307
1,3,18,847,88
0,3,27,640,63
1,3,31,167,38
1,4,23,307,38
1,3,24,696,25
1,3,23,866,320
0,4,34,1271,260
0,4,28,640,41
0,3,13,640,38
0,1,9,640,5
1,3,35,847,88
1,1,23,1066,318
0,4,14,640,216
1,3,24,61,114
1,1,36,449,289
1,3,25,45,130
1,4,13,617,36
1,3,23,1177,307
0,3,14,640,104
0,2,13,640,216
1,3,26,443,318
1,4,13,401,276
0,3,13,637,86
1,3,17,198,114
1,1,19,407,165
0,1,16,640,63
0,3,14,640,38
0,2,7,640,216
1,3,34,1066,320
1,4,11,1170,320
1,1,15,1255,198
1,3,25,1066,130
1,3,29,699,353
0,1,10,632,5
1,3,27,848,364
1,2,11,847,5
0,2,24,640,111
0,3,15,640,5
0,4,16,640,291
1,4,23,307,318
0,1,24,640,38
1,3,19,847,38
1,3,13,878,252
0,3,13,632,332
0,1,23,637,5
1,1,13,450,5
1,2,32,450,131
1,3,24,74,86
1,3,29,1026,5
1,3,27,730,150
1,2,25,1066,89
1,3,24,980,204
1,3,23,847,5
1,2,23,365,36
0,2,24,637,216
1,4,23,1066,329
0,4,13,640,41
1,3,27,763,318
0,3,13,640,216
0,4,14,640,5
0,2,9,640,38
1,3,32,307,239
0,1,11,640,38
0,2,10,640,38
0,3,13,640,220
1,4,23,438,307
0,4,24,640,111
1,3,23,450,36
0,1,13,640,291
0,5,7,640,41
